energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,trackID,artistGenres,artistPopularity,artist,trackName,trackPopularity,wrapped
0.658,0.137,135.053,0.0364,0.0118,0.0204,4,0.593,8,251120,-8.393,0.422,0,audio_features,spotify:track:5VvsZvy1mwx4teyvI7O9rs,5VvsZvy1mwx4teyvI7O9rs,"['alternative dance', 'art pop', 'brighton indie', 'chamber pop', 'chamber psych', 'dance-punk', 'dream pop', 'electronica', 'electropop', 'etherpop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop', 'new rave', 'singer-songwriter']",57,Bat For Lashes,Daniel,56,0.0
0.498,0.444,67.469,0.0531,0.313,4.06e-06,4,0.513,0,290187,-7.929,0.0787,0,audio_features,spotify:track:1OyGnfENpomANuXHohFEXo,1OyGnfENpomANuXHohFEXo,"['art pop', 'chamber pop', 'folktronica', 'freak folk', 'new rave', 'new weird america']",54,CocoRosie,Werewolf,47,0.0
0.16,0.319,82.864,0.0326,0.935,0.011,4,0.43,11,130693,-12.009,0.218,1,audio_features,spotify:track:5ZzaWzLT7KjRUhtMra8uJm,5ZzaWzLT7KjRUhtMra8uJm,"['art pop', 'austrian pop', 'chamber pop', 'melancholia', 'vienna indie']",49,Soap&Skin,Cradlesong,28,0.0
0.139,0.13,80.877,0.0305,0.91,0.0223,4,0.272,6,193019,-17.403,0.174,1,audio_features,spotify:track:3RjDNn71OdwCdoZLNbwMNA,3RjDNn71OdwCdoZLNbwMNA,"['art pop', 'austrian pop', 'chamber pop', 'melancholia', 'vienna indie']",49,Soap&Skin,Wonder,38,1.0
0.47,0.109,119.021,0.0312,0.601,0.0809,4,0.548,7,253732,-10.025,0.159,1,audio_features,spotify:track:6DIt3ZlvMncy7oJ7Z3zrhh,6DIt3ZlvMncy7oJ7Z3zrhh,"['art pop', 'austrian pop', 'chamber pop', 'melancholia', 'vienna indie']",49,Soap&Skin,Heal,18,1.0
0.832,0.661,125.894,0.0758,0.0384,0.00241,4,0.757,4,217933,-3.318,0.386,0,audio_features,spotify:track:5vsRm2aCBl5T2qdpvwtrf6,5vsRm2aCBl5T2qdpvwtrf6,"['dance pop', 'danish pop', 'electropop', 'indie pop', 'pop', 'tropical house']",78,MØ,Sun In Our Eyes,60,1.0
0.68,0.116,89.391,0.321,0.555,0.0,4,0.56,6,173800,-7.648,0.319,0,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0d2iYfpKoM0QCKvcLCkBao,"['dance pop', 'pop', 'pop rap', 'tropical house']",82,benny blanco,Eastside (with Halsey & Khalid),86,1.0
0.727,0.0759,98.97,0.0777,0.09,5.83e-06,4,0.874,8,214160,-7.689,0.427,1,audio_features,spotify:track:17jeLyQcEUmKv3MXeEo79k,17jeLyQcEUmKv3MXeEo79k,['hip hop'],51,Lil Duval,"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",61,1.0
0.765,0.231,109.989,0.0621,0.151,0.0,4,0.734,7,163636,-5.562,0.518,1,audio_features,spotify:track:3DGar7krWlmrXRFHBcQF6z,3DGar7krWlmrXRFHBcQF6z,"['dutch house', 'dutch pop', 'tropical house']",73,Kris Kross Amsterdam,Whenever (feat. Conor Maynard),76,0.0
0.637,0.0882,147.924,0.0333,0.669,0.0,4,0.494,5,274693,-6.381,0.1,1,audio_features,spotify:track:72b0ANL1ZiV71OiZRs0Lny,72b0ANL1ZiV71OiZRs0Lny,"['ccm', 'christian music', 'worship']",78,Lauren Daigle,You Say,22,0.0
0.677,0.169,119.928,0.0449,0.0529,0.000114,4,0.704,5,291200,-7.601,0.0775,0,audio_features,spotify:track:4Sn5B44sLfQ364FUL98jvN,4Sn5B44sLfQ364FUL98jvN,"['dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",70,Robyn,Missing U,2,0.0
0.926,0.127,117.048,0.0342,0.00202,0.0117,4,0.573,6,278080,-6.045,0.219,1,audio_features,spotify:track:7g13jf3zqlP5S68Voo5v9m,7g13jf3zqlP5S68Voo5v9m,"['dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",70,Robyn,Dancing On My Own - Radio Edit,63,0.0
0.48,0.0696,104.148,0.0344,0.402,9.6e-06,4,0.599,1,239961,-8.101,0.248,0,audio_features,spotify:track:5F7Q8pluSbCWA64Gcg5fOv,5F7Q8pluSbCWA64Gcg5fOv,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",74,Louis The Child,Better Not - Acoustic,49,1.0
0.524,0.146,167.494,0.0582,0.556,0.468,3,0.232,11,334663,-9.659,0.193,1,audio_features,spotify:track:4GEhSFKrQzaWL4YWtEPmT6,4GEhSFKrQzaWL4YWtEPmT6,[],20,Lonnie Holley,I Woke Up in a Fucked-Up America,9,0.0
0.713,0.769,134.994,0.243,0.166,0.0,4,0.607,5,245333,-6.206,0.482,1,audio_features,spotify:track:0ToC28lLiwEKyQdN4FXypS,0ToC28lLiwEKyQdN4FXypS,"['boy band', 'hip hop', 'rap']",82,BROCKHAMPTON,1998 TRUMAN,60,0.0
0.555,0.107,99.954,0.34,0.0394,6.39e-06,4,0.792,0,273600,-7.038,0.084,1,audio_features,spotify:track:5H0NU2sHWUnWCcZyYlX46X,5H0NU2sHWUnWCcZyYlX46X,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",87,Chance the Rapper,65th & Ingleside,61,0.0
0.809,0.151,85.011,0.287,0.034,0.0,4,0.846,2,216277,-3.619,0.267,1,audio_features,spotify:track:2cEnYJKLSZPH7MFSk6C05c,2cEnYJKLSZPH7MFSk6C05c,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",87,Chance the Rapper,Wala Cam,54,0.0
0.693,0.351,110.568,0.408,0.177,0.0,3,0.514,9,240640,-5.868,0.287,1,audio_features,spotify:track:3EApebexZ7YqDIqw2EMTDh,3EApebexZ7YqDIqw2EMTDh,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",87,Chance the Rapper,I Might Need Security,66,1.0
0.659,0.106,173.988,0.312,0.492,0.0,4,0.678,1,243180,-4.694,0.675,1,audio_features,spotify:track:3PdgIdRXJjgxfOr7slldel,3PdgIdRXJjgxfOr7slldel,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",87,Chance the Rapper,Work Out,61,1.0
0.919,0.041,169.921,0.0526,0.017,0.221,4,0.294,9,226587,-4.866,0.729,1,audio_features,spotify:track:7wLtyMDljwAziOVC9d3FOh,7wLtyMDljwAziOVC9d3FOh,[],34,Andrew Oldham Orchestra,The Last Time,45,1.0
0.162,0.121,64.704,0.0476,0.731,0.85,3,0.0627,10,394987,-15.286,0.033,0,audio_features,spotify:track:354wpBzm8zfqywnBn4Ucm9,354wpBzm8zfqywnBn4Ucm9,"['compositional ambient', 'focus', 'soundtrack']",77,Max Richter,On The Nature Of Daylight - Bonus Track,0,0.0
0.386,0.116,120.032,0.0315,0.227,0.523,4,0.615,6,249479,-11.813,0.442,1,audio_features,spotify:track:5UPnBgnylUCjtAPtAH4tJY,5UPnBgnylUCjtAPtAH4tJY,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",70,Joy Division,Atmosphere - 2010 Remaster,53,0.0
0.751,0.127,140.029,0.311,0.0732,0.0,4,0.899,11,198667,-4.063,0.636,0,audio_features,spotify:track:3LR0t8XqZ1FUj6nj01sXN0,3LR0t8XqZ1FUj6nj01sXN0,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",84,Lil Yachty,Who Want The Smoke?,58,0.0
0.608,0.107,124.983,0.109,0.0227,1.16e-05,4,0.876,8,199680,-6.019,0.258,1,audio_features,spotify:track:3i01Zk9c0FQ5HA1WJjflXI,3i01Zk9c0FQ5HA1WJjflXI,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",78,YBN Cordae,Kung Fu,15,0.0
0.39,0.241,138.111,0.0282,0.89,0.116,3,0.382,4,169922,-7.916,0.256,1,audio_features,spotify:track:391M9YmMYZVdUPEriMhcp5,391M9YmMYZVdUPEriMhcp5,['baroque pop'],46,The Lemon Twigs,If You Give Enough,0,1.0
0.121,0.246,93.95,0.0412,0.976,0.0,3,0.541,9,137378,-10.964,0.596,1,audio_features,spotify:track:3Ij7RbKkK4tk6UPCCZl7W1,3Ij7RbKkK4tk6UPCCZl7W1,[],40,Past Midnight,Solo Dance,24,0.0
0.579,0.0952,144.994,0.202,0.0381,0.0,4,0.742,0,258475,-5.024,0.502,1,audio_features,spotify:track:3VFZTYhwAsxTDTiHlm3n1k,3VFZTYhwAsxTDTiHlm3n1k,"['chicago rap', 'melodic rap']",97,Juice WRLD,Wasted (feat. Lil Uzi Vert),7,1.0
0.56,0.111,140.06,0.105,0.546,0.0,4,0.75,8,221440,-8.094,0.459,1,audio_features,spotify:track:3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,"['dfw rap', 'melodic rap', 'rap']",100,Post Malone,Psycho (feat. Ty Dolla $ign),85,1.0
0.578,0.135,145.038,0.04,0.331,0.0,4,0.68,10,231267,-5.804,0.341,1,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,"['dfw rap', 'melodic rap', 'rap']",100,Post Malone,Better Now,88,1.0
0.52,0.131,159.801,0.0712,0.124,7.01e-05,4,0.585,5,218147,-6.136,0.129,0,audio_features,spotify:track:0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,"['dfw rap', 'melodic rap', 'rap']",100,Post Malone,rockstar (feat. 21 Savage),89,0.0
0.374,0.131,120.013,0.112,0.429,0.0013,4,0.838,0,225229,-11.991,0.28,0,audio_features,spotify:track:1zpLBaEx3KX98Cknyi9Ai1,1zpLBaEx3KX98Cknyi9Ai1,['new jersey rap'],39,Jase Harley,Between the Lines (feat. Chris Lee),48,1.0
0.443,0.162,112.001,0.0349,0.744,0.555,4,0.706,10,267693,-8.422,0.376,1,audio_features,spotify:track:7yVA5XUkZbjrKJecVpvduZ,7yVA5XUkZbjrKJecVpvduZ,"['filter house', 'retro electro']",54,Electric Youth,A Real Hero,0,0.0
0.479,0.0914,96.051,0.0385,0.66,0.0,4,0.769,1,164640,-5.339,0.803,1,audio_features,spotify:track:2Yer0p7uB2lVBUAtANuuQp,2Yer0p7uB2lVBUAtANuuQp,"['pop', 'pop rap']",77,Social House,Magic In The Hamptons (feat. Lil Yachty),76,1.0
0.579,0.182,144.973,0.299,0.064,2.38e-06,4,0.884,2,176630,-6.847,0.313,1,audio_features,spotify:track:6WlxcZKpEV6Bwe9InoVhMp,6WlxcZKpEV6Bwe9InoVhMp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",90,Future,WIFI LIT,58,1.0
0.853,0.062,103.846,0.0904,0.0615,0.0,4,0.647,8,189000,-4.516,0.618,1,audio_features,spotify:track:01k24g94i1JvkFLQmVEdCd,01k24g94i1JvkFLQmVEdCd,"['dance pop', 'edm', 'gauze pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",75,Years & Years,If You're Over Me,71,1.0
0.296,0.095,115.284,0.0333,0.934,0.0,4,0.351,4,200186,-10.109,0.12,0,audio_features,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,"['electropop', 'pop']",98,Billie Eilish,lovely (with Khalid),91,1.0
0.537,0.229,113.977,0.0749,0.278,0.0,4,0.783,9,222866,-2.921,0.392,1,audio_features,spotify:track:447yWcDPg1ddgcHBLGpJC0,447yWcDPg1ddgcHBLGpJC0,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",74,Louis The Child,Better Not (feat. Wafia),15,1.0
0.779,0.078,81.965,0.0531,0.0862,0.0,4,0.561,10,256064,-5.107,0.235,0,audio_features,spotify:track:0At2qAoaVjIwWNAqrscXli,0At2qAoaVjIwWNAqrscXli,"['pop', 'pop rap', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",80,Ella Mai,Boo'd Up,77,1.0
0.541,0.13,124.959,0.0505,0.568,0.0,4,0.851,0,235545,-6.825,0.448,1,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,"['pop', 'pop rock']",93,Maroon 5,Girls Like You (feat. Cardi B),81,0.0
0.812,0.357,187.077,0.0573,0.0103,0.575,4,0.488,1,199379,-6.704,0.495,0,audio_features,spotify:track:73kPwa4mflDC7ZvrEPV9E7,73kPwa4mflDC7ZvrEPV9E7,"['escape room', 'fluxwork', 'hyperpop', 'vaporwave', 'wonky']",46,Iglooghost,Bug Thief,37,1.0
0.688,0.175,91.047,0.0709,0.000705,0.0414,4,0.293,8,282360,-10.919,0.149,1,audio_features,spotify:track:6TmuBfKZbGDGIsNdQ8ddt9,6TmuBfKZbGDGIsNdQ8ddt9,"['escape room', 'fluxwork', 'hyperpop', 'vaporwave', 'wonky']",46,Iglooghost,Niteracer,25,0.0
0.545,0.0505,139.943,0.0625,0.0646,0.000289,4,0.867,2,162586,-5.192,0.525,1,audio_features,spotify:track:5o4yGlG0PfeVUa6ClIyOxq,5o4yGlG0PfeVUa6ClIyOxq,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'tropical house']",81,Charli XCX,Boys,71,1.0
0.598,0.0626,122.005,0.0675,0.125,1.79e-06,4,0.856,6,202153,-6.173,0.352,1,audio_features,spotify:track:56mCGN7S1druROilPGNe3R,56mCGN7S1druROilPGNe3R,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'tropical house']",81,Charli XCX,Focus,55,1.0
0.588,0.0498,120.042,0.11,0.00319,0.000162,4,0.892,1,172630,-4.287,0.753,0,audio_features,spotify:track:0j77ikAaghcss4idQVcAXT,0j77ikAaghcss4idQVcAXT,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",88,Lizzo,Boys,5,1.0
0.605,0.0925,127.0,0.0449,0.569,0.0,4,0.739,10,199800,-3.632,0.623,1,audio_features,spotify:track:5OQByVDbs9788HBRIBqgNW,5OQByVDbs9788HBRIBqgNW,"['deep pop r&b', 'detroit hip hop', 'pop rap', 'rap', 'trap', 'trap queen']",71,DeJ Loaf,Liberated,52,1.0
0.599,0.114,119.868,0.0405,0.324,4.09e-06,4,0.449,9,180088,-6.509,0.198,0,audio_features,spotify:track:5x2XIAdvFxWCwIOMNkbWUj,5x2XIAdvFxWCwIOMNkbWUj,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",92,Halsey,Young God,63,0.0
0.566,0.34,83.903,0.2,0.349,0.0,4,0.511,6,239836,-7.23,0.218,0,audio_features,spotify:track:0X8DcetL926BYiPJYstJTc,0X8DcetL926BYiPJYstJTc,"['chicago rap', 'melodic rap']",97,Juice WRLD,Lucid Dreams,13,0.0
0.784,0.168,160.035,0.271,0.0133,0.0,4,0.705,2,264853,-6.477,0.377,1,audio_features,spotify:track:0E6PsO3ymCfUh7pJQjBgkj,0E6PsO3ymCfUh7pJQjBgkj,"['pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",66,The Carters,APESHIT,68,0.0
0.844,0.525,145.007,0.0669,0.00295,4.78e-05,4,0.662,8,205760,-5.495,0.763,1,audio_features,spotify:track:3D1rlKmZdpYUeMtRRLNawc,3D1rlKmZdpYUeMtRRLNawc,"['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk funky']",78,Rudimental,Let Me Live (feat. Anne-Marie & Mr Eazi),63,0.0
0.688,0.0982,114.011,0.0357,0.3,0.0,4,0.688,3,193321,-5.84,0.451,1,audio_features,spotify:track:0WVAQaxrT0wsGEG4BCVSn2,0WVAQaxrT0wsGEG4BCVSn2,"['edm', 'pop', 'tropical house']",88,Kygo,Born To Be Yours,66,0.0
0.756,0.106,117.016,0.047,0.00632,0.00577,4,0.736,11,231847,-7.099,0.712,1,audio_features,spotify:track:1NbGcdgwRHZ5rbPIT9hdR3,1NbGcdgwRHZ5rbPIT9hdR3,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",83,Troye Sivan,Dance To This (feat. Ariana Grande),14,1.0
0.693,0.0891,139.912,0.0412,0.584,9.58e-05,4,0.506,0,216420,-7.265,0.221,0,audio_features,spotify:track:3nc420PXjTdBV5TN0gCFkS,3nc420PXjTdBV5TN0gCFkS,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",87,Martin Garrix,Ocean (feat. Khalid),78,0.0
0.755,0.39,191.153,0.733,0.0822,0.0,4,0.353,1,193680,-6.276,0.437,0,audio_features,spotify:track:003eoIwxETJujVWmNFMoZy,003eoIwxETJujVWmNFMoZy,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop']",85,Alessia Cara,Growing Pains,60,0.0
0.515,0.446,141.009,0.271,0.247,0.0,4,0.888,1,225893,-6.246,0.264,1,audio_features,spotify:track:5S1IUPueD0xE0vj4zU3nSf,5S1IUPueD0xE0vj4zU3nSf,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",85,2 Chainz,Bigger Than You (feat. Drake & Quavo),70,0.0
0.534,0.0645,134.055,0.0709,0.323,3.42e-06,4,0.789,8,139840,-6.347,0.631,0,audio_features,spotify:track:0g4fzRkbLeCDUCoe5iUOcf,0g4fzRkbLeCDUCoe5iUOcf,"['art pop', 'electropop', 'indie pop', 'indietronica', 'swedish electropop', 'swedish indie pop', 'swedish pop']",73,Lykke Li,sex money feelings die,70,1.0
0.504,0.11,97.525,0.0252,0.0868,0.779,4,0.4,5,266667,-8.574,0.285,1,audio_features,spotify:track:6Yp1rojKvcWzLKV2G4ZzIw,6Yp1rojKvcWzLKV2G4ZzIw,"['dream pop', 'el paso indie', 'shoegaze']",77,Cigarettes After Sex,Crush,5,0.0
0.714,0.131,118.611,0.258,0.0551,0.00013,5,0.589,7,189360,-6.308,0.42,1,audio_features,spotify:track:1ZEm9cJC05rawV2tptNfTS,1ZEm9cJC05rawV2tptNfTS,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",93,Nicki Minaj,Bed (feat. Ariana Grande),14,0.0
0.469,0.099,110.573,0.104,0.126,7.32e-05,4,0.58,0,165053,-5.946,0.369,0,audio_features,spotify:track:3aUFrxO1B8EW63QchEl3wX,3aUFrxO1B8EW63QchEl3wX,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,Feel The Love,68,1.0
0.751,0.182,104.999,0.16,0.472,4.71e-06,4,0.709,6,140527,-3.801,0.37,1,audio_features,spotify:track:7oHkit3F3vimtsBbnZkU0G,7oHkit3F3vimtsBbnZkU0G,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,Fire,64,0.0
0.542,0.609,171.945,0.39,0.278,1.87e-05,4,0.765,1,153351,-6.755,0.734,1,audio_features,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,6JyEh4kl9DLwmSAoNDRn5b,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,4th Dimension,71,0.0
0.81,0.158,151.643,0.0632,0.00457,0.0,4,0.334,9,206605,-4.855,0.306,0,audio_features,spotify:track:7GRTrWsP3yo2Fx8umJfA1X,7GRTrWsP3yo2Fx8umJfA1X,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),63,1.0
0.597,0.195,100.051,0.037,0.339,0.0404,4,0.585,0,324674,-7.499,0.227,1,audio_features,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,4RVbK6cV0VqWdpCDcx3hiT,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,Reborn,76,1.0
0.682,0.131,94.985,0.0458,0.113,9.65e-05,4,0.841,2,245098,-7.007,0.338,1,audio_features,spotify:track:2I3dW2dCBZAJGj5X21E53k,2I3dW2dCBZAJGj5X21E53k,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,Kids See Ghosts,65,0.0
0.504,0.121,110.011,0.0321,0.401,1.44e-06,4,0.729,8,197001,-6.784,0.305,0,audio_features,spotify:track:4kUZvXB3LC3an3HX6h0s17,4kUZvXB3LC3an3HX6h0s17,"['hip hop', 'rap']",70,KIDS SEE GHOSTS,Cudi Montage,67,0.0
0.562,0.0751,180.068,0.165,0.172,0.0,4,0.741,4,240926,-5.474,0.292,0,audio_features,spotify:track:3A2OHirUAlQp2x73BJlEDA,3A2OHirUAlQp2x73BJlEDA,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",71,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",64,0.0
0.538,0.352,79.925,0.0319,0.0249,1.37e-05,4,0.618,2,221840,-5.828,0.308,0,audio_features,spotify:track:4ESrHOeoOxvGSx9yLgM2aQ,4ESrHOeoOxvGSx9yLgM2aQ,"['alternative r&b', 'experimental pop']",33,Autre Ne Veut,Counting,32,1.0
0.829,0.122,173.953,0.141,0.0149,0.0,4,0.712,1,332301,-4.707,0.593,0,audio_features,spotify:track:2yUbCEiaolfSMluDo9RMmG,2yUbCEiaolfSMluDo9RMmG,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,Rae Sremmurd,Powerglide (feat. Juicy J),7,0.0
0.731,0.664,91.778,0.322,0.397,0.0,4,0.609,9,296267,-6.846,0.685,1,audio_features,spotify:track:2B9aYvlGefTIgKLhM6ia8t,2B9aYvlGefTIgKLhM6ia8t,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']",77,Diddy,Victory (feat. The Notorious B.I.G. & Busta Rhymes),60,0.0
0.278,0.101,167.52,0.0349,0.688,0.0,4,0.336,2,160227,-9.24,0.343,1,audio_features,spotify:track:2q2EAq1UZQGenqXZgBkLbu,2q2EAq1UZQGenqXZgBkLbu,['traditional funk'],38,Amnesty,Liberty,47,1.0
0.662,0.0348,84.377,0.0468,7.45e-05,0.0704,4,0.433,6,247747,-8.225,0.335,0,audio_features,spotify:track:05amhX6AKEYxMsKQYtueD8,05amhX6AKEYxMsKQYtueD8,[],53,L'Orchestra Cinematique,Take On Me - Ready Player One,25,0.0
0.634,0.11,124.047,0.0607,0.212,0.0634,4,0.779,3,236129,-7.975,0.576,0,audio_features,spotify:track:5qeL0fWg4IDLZNUjVu53f2,5qeL0fWg4IDLZNUjVu53f2,"['deep house', 'deep tropical house', 'tropical house']",65,filous,Feel Good Inc.,53,0.0
0.235,0.134,144.657,0.0305,0.984,0.00092,3,0.375,0,188347,-7.078,0.222,0,audio_features,spotify:track:1YaN0cUxi7I9VTwPl7dOzc,1YaN0cUxi7I9VTwPl7dOzc,['pop edm'],64,Kiesza,What Is Love,30,0.0
0.72,0.0772,122.99,0.0483,0.0862,0.00697,4,0.838,7,251987,-4.135,0.204,0,audio_features,spotify:track:0c6xIDDpzE81m2q797ordA,0c6xIDDpzE81m2q797ordA,['pop edm'],64,Kiesza,Hideaway,57,0.0
0.876,0.0947,124.993,0.0346,0.000583,0.0939,4,0.684,5,312600,-6.282,0.144,0,audio_features,spotify:track:6QZT5lK3STKAuQzjK6sdTn,6QZT5lK3STKAuQzjK6sdTn,['french pop'],64,Cœur De Pirate,Comme des enfants - Remix par Le Matos,31,1.0
0.354,0.102,123.636,0.0387,0.829,0.0112,3,0.686,10,169107,-9.284,0.283,1,audio_features,spotify:track:5H3ChVfItCaDpj1vPbigyX,5H3ChVfItCaDpj1vPbigyX,['french pop'],64,Cœur De Pirate,Comme des enfants,50,1.0
0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696,1,audio_features,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,2eAZfqOm4EnOF9VvN50Tyc,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",90,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),80,1.0
0.712,0.0992,117.965,0.0443,0.206,0.00241,4,0.717,0,177693,-7.26,0.882,1,audio_features,spotify:track:3BROl8FUuHPJ6Swvv29PFi,3BROl8FUuHPJ6Swvv29PFi,['french pop'],64,Cœur De Pirate,Prémonition,45,1.0
0.463,0.354,120.024,0.137,0.117,0.0,4,0.854,5,225773,-6.159,0.549,1,audio_features,spotify:track:0b9oOr2ZgvyQu88wzixux9,0b9oOr2ZgvyQu88wzixux9,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",82,Childish Gambino,This Is America,78,1.0
0.374,0.119,160.008,0.041,0.968,0.919,4,0.403,7,220773,-13.736,0.0668,0,audio_features,spotify:track:11WMWk7rQ8SxjrkQiDDhqs,11WMWk7rQ8SxjrkQiDDhqs,[],53,L'Orchestra Cinematique,Rockstar - Piano Rendition,2,0.0
0.198,0.686,128.988,0.0404,0.965,2.87e-05,4,0.47,9,253907,-13.308,0.307,1,audio_features,spotify:track:7CFN1zqKSjucIyDzcrqE6I,7CFN1zqKSjucIyDzcrqE6I,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",74,a-ha,Take On Me - MTV Unplugged,4,0.0
0.649,0.122,153.069,0.199,0.191,0.0,4,0.674,1,153800,-8.433,0.48,0,audio_features,spotify:track:2BJSMvOGABRxokHKB0OI8i,2BJSMvOGABRxokHKB0OI8i,"['atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop']",84,Playboi Carti,Shoota (feat. Lil Uzi Vert),79,1.0
0.636,0.35,105.005,0.0437,0.0441,6.66e-05,4,0.737,11,222653,-4.546,0.565,0,audio_features,spotify:track:6kPJZM97LwdG9QIsT7khp6,6kPJZM97LwdG9QIsT7khp6,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",82,Clean Bandit,Solo (feat. Demi Lovato),81,0.0
0.683,0.11,102.036,0.0493,0.0984,1.26e-06,4,0.6,6,210240,-6.271,0.494,1,audio_features,spotify:track:514rhnksEwHUh6LxXsQ4Y9,514rhnksEwHUh6LxXsQ4Y9,"['dance pop', 'pop', 'post-teen pop']",92,Selena Gomez,Back To You,76,0.0
0.51,0.126,111.951,0.0458,0.365,0.000333,4,0.689,4,215357,-6.707,0.25,0,audio_features,spotify:track:5JCZ1e1ahbCkzwX62BbsY7,5JCZ1e1ahbCkzwX62BbsY7,['scandipop'],47,Hilda,Wake Me When It's Quiet,3,0.0
0.529,0.0856,161.989,0.307,0.0769,0.000335,4,0.671,0,165820,-7.226,0.203,1,audio_features,spotify:track:3H2JThgdBxezwj1wwafQS8,3H2JThgdBxezwj1wwafQS8,"['chicago rap', 'melodic rap']",97,Juice WRLD,All Girls Are The Same,6,0.0
0.413,0.101,149.004,0.396,0.373,0.00133,4,0.835,1,258880,-9.81,0.111,1,audio_features,spotify:track:6fwdbPMwP1zVStm8FybmkO,6fwdbPMwP1zVStm8FybmkO,"['atl hip hop', 'pop rap', 'rap', 'trap']",89,21 Savage,X (feat. Future),76,0.0
0.346,0.108,119.958,0.53,0.035,0.0,4,0.964,5,142273,-9.309,0.562,0,audio_features,spotify:track:6vN77lE9LK6HP2DewaN6HZ,6vN77lE9LK6HP2DewaN6HZ,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",92,Lil Baby,Yes Indeed,82,0.0
